2.000000000000000111e-01 7.195082038072341035e+00 1.392021936761049690e-02 3.721258267625983385e-02 8.397348553095951643e-03 2.614790933584782481e-03 5.190847015384196473e-04 6.008385403010589891e-05
4.000000000000000222e-01 1.756790107797909339e+00 1.077650636001987322e-02 3.815962564576298038e-02 9.959864499919125758e-03 3.830377666056048250e-03 1.059102176083366771e-03 2.260459878351118545e-04
5.999999999999999778e-01 6.756726725042299098e-01 8.854564885504460220e-03 3.844277692309423788e-02 1.081208113337015289e-02 4.313924800353529342e-03 1.236685781242276771e-03 2.807058552890714627e-04
8.000000000000000444e-01 2.226115468470542813e-01 9.230235482652017140e-03 5.411921496224542105e-02 1.684798483626337093e-02 7.154716127682917391e-03 2.095367817115644134e-03 4.697899880821281319e-04
1.000000000000000000e+00 8.705708431701716932e-02 7.508166688731838199e-03 6.817172525850664910e-02 2.337949291664570897e-02 1.087666669925058463e-02 3.437903026352221586e-03 7.996300580620221629e-04
1.199999999999999956e+00 4.166298153984170777e-02 3.819775783522250633e-03 7.187733160613214711e-02 2.659683244333653149e-02 1.342232790087680323e-02 4.624924530740094110e-03 1.173611320885490890e-03
1.399999999999999911e+00 2.074442797332148175e-02 -2.642176447328410777e-05 7.462987061662412769e-02 2.920063155476943298e-02 1.564274901776394402e-02 5.775084584394334780e-03 1.578947064554954947e-03
1.600000000000000089e+00 1.093555813360808961e-02 -3.872496569494851461e-03 7.480572203023561073e-02 3.050209043585957319e-02 1.705988103870682490e-02 6.629407496396760857e-03 1.906130402096564615e-03
1.800000000000000044e+00 6.069904086876314400e-03 -7.484615917860324222e-03 7.273364442699346843e-02 3.059142968470669396e-02 1.766895976398514048e-02 7.142276666301282731e-03 2.122759087988088707e-03
2.000000000000000000e+00 3.517965397080324418e-03 -1.072045195901163810e-02 6.910181007461622948e-02 2.975190405991652923e-02 1.761491901572962218e-02 7.354564861813223282e-03 2.236954292827689813e-03
2.200000000000000178e+00 2.158318755247690991e-03 -1.321563150751641283e-02 6.313198839215515556e-02 2.766114543563901254e-02 1.670574715218599987e-02 7.171214585552223436e-03 2.221069374760924111e-03
2.399999999999999911e+00 1.353416066856456433e-03 -1.528082525827822655e-02 5.746511692051570891e-02 2.548661885661713047e-02 1.563343629534694537e-02 6.880564696972775972e-03 2.161862517893870222e-03
2.600000000000000089e+00 8.680103537746053192e-04 -1.690783352991150068e-02 5.201026150800244080e-02 2.323975817719781123e-02 1.442924288711212519e-02 6.497514323195895634e-03 2.065514582631785764e-03
2.799999999999999822e+00 5.687223550919491381e-04 -1.811258534412573187e-02 4.681148146769770896e-02 2.098384428010643954e-02 1.315158474374983170e-02 6.050025922179685586e-03 1.941914079388885753e-03
3.000000000000000000e+00 3.799695323371075754e-04 -1.893228769151314439e-02 4.194148355338458284e-02 1.878922628960458252e-02 1.186089404414988890e-02 5.567766299098337278e-03 1.801730957596102542e-03
3.200000000000000178e+00 2.617011356933764371e-04 -1.916329205351583950e-02 3.695808364862467055e-02 1.649430513146983926e-02 1.047084259052165865e-02 5.011219460972796309e-03 1.632952861046469166e-03
3.399999999999999911e+00 1.824661939372939289e-04 -1.917814193271787093e-02 3.261954087830100379e-02 1.446087593877468623e-02 9.217270259497091847e-03 4.494894711766075045e-03 1.472582009109117598e-03
3.600000000000000089e+00 1.288006478622822271e-04 -1.900080226781137097e-02 2.881635691206930333e-02 1.265949837051032721e-02 8.092520188365823555e-03 4.019545544668080839e-03 1.322425224839745899e-03
3.799999999999999822e+00 9.202127030472852969e-05 -1.866057459604545526e-02 2.547171820515107404e-02 1.106854700942639519e-02 7.090078031714257614e-03 3.585596914822433007e-03 1.183632640002944521e-03
4.000000000000000000e+00 6.648643738536252044e-05 -1.819431135357318582e-02 2.253421549872131405e-02 9.672697224447615941e-03 6.204990424036588466e-03 3.193613739665504721e-03 1.056911501132257658e-03
4.200000000000000178e+00 4.876870248507067464e-05 nan nan nan nan nan nan
4.400000000000000355e+00 3.590810072994510553e-05 nan nan nan nan nan nan
4.600000000000000533e+00 2.656454488394253656e-05 nan nan nan nan nan nan
4.800000000000000711e+00 1.975914361426975657e-05 nan nan nan nan nan nan
5.000000000000000888e+00 1.478576848284222495e-05 nan nan nan nan nan nan
5.200000000000001066e+00 1.124193531921471756e-05 nan nan nan nan nan nan
5.400000000000001243e+00 8.597005931922471861e-06 nan nan nan nan nan nan
5.600000000000001421e+00 6.616741404155996741e-06 nan nan nan nan nan nan
5.800000000000001599e+00 5.127357812135963280e-06 nan nan nan nan nan nan
6.000000000000001776e+00 4.000275666081888689e-06 nan nan nan nan nan nan
6.200000000000001954e+00 3.173441586441174837e-06 nan nan nan nan nan nan
6.400000000000002132e+00 2.533511284351479106e-06 nan nan nan nan nan nan
6.600000000000002309e+00 2.035641402087152159e-06 nan nan nan nan nan nan
6.800000000000002487e+00 1.646054818759746208e-06 nan nan nan nan nan nan
7.000000000000002665e+00 1.339403119174015535e-06 nan nan nan nan nan nan
7.200000000000002842e+00 1.105479120594982525e-06 nan nan nan nan nan nan
7.400000000000003020e+00 9.170086330406580527e-07 nan nan nan nan nan nan
7.600000000000003197e+00 7.643292517962264803e-07 nan nan nan nan nan nan
7.800000000000003375e+00 6.399389660069143361e-07 nan nan nan nan nan nan
8.000000000000003553e+00 5.380386930102950925e-07 nan nan nan nan nan nan
8.200000000000002842e+00 4.576474266235001106e-07 nan nan nan nan nan nan
8.400000000000003908e+00 3.903356088341831294e-07 nan nan nan nan nan nan
8.600000000000004974e+00 3.338336972057863727e-07 nan nan nan nan nan nan
8.800000000000004263e+00 2.862843770397305458e-07 nan nan nan nan nan nan
9.000000000000003553e+00 2.461629855800627775e-07 nan nan nan nan nan nan
9.200000000000004619e+00 2.135422930106199913e-07 nan nan nan nan nan nan
9.400000000000005684e+00 1.855293991288277139e-07 nan nan nan nan nan nan
9.600000000000004974e+00 1.614422090234130373e-07 nan nan nan nan nan nan
9.800000000000004263e+00 1.407007949600166117e-07 nan nan nan nan nan nan
1.000000000000000533e+01 1.228135134300533552e-07 nan nan nan nan nan nan
1.020000000000000639e+01 1.079356169561268646e-07 nan nan nan nan nan nan
1.040000000000000568e+01 9.495090432195907302e-08 nan nan nan nan nan nan
1.060000000000000497e+01 8.360924961018934770e-08 nan nan nan nan nan nan
1.080000000000000604e+01 7.369433881072358945e-08 nan nan nan nan nan nan
1.100000000000000711e+01 6.502124051378832915e-08 nan nan nan nan nan nan
1.120000000000000639e+01 5.770266095736444944e-08 nan nan nan nan nan nan
1.140000000000000568e+01 5.123262506288313290e-08 nan nan nan nan nan nan
1.160000000000000675e+01 4.551328247666639069e-08 nan nan nan nan nan nan
1.180000000000000782e+01 4.045820655034756429e-08 nan nan nan nan nan nan
1.200000000000000711e+01 3.599196794844854781e-08 nan nan nan nan nan nan
1.220000000000000639e+01 3.217108850521166214e-08 nan nan nan nan nan nan
1.240000000000000568e+01 2.876942241877390960e-08 nan nan nan nan nan nan
1.260000000000000853e+01 2.573967000041195734e-08 nan nan nan nan nan nan
1.280000000000000782e+01 2.304006239868583158e-08 nan nan nan nan nan nan
1.300000000000000711e+01 2.063428652439599977e-08 nan nan nan nan nan nan
1.320000000000000639e+01 1.855813696099379245e-08 nan nan nan nan nan nan
1.340000000000000924e+01 1.669662888092109543e-08 nan nan nan nan nan nan
1.360000000000000853e+01 1.502681635233699998e-08 nan nan nan nan nan nan
1.380000000000000782e+01 1.352821623884994685e-08 nan nan nan nan nan nan
1.400000000000000711e+01 1.218279493841292904e-08 nan nan nan nan nan nan
1.420000000000000995e+01 1.101431535170252861e-08 nan nan nan nan nan nan
1.440000000000000924e+01 9.959887278233987905e-09 nan nan nan nan nan nan
1.460000000000000853e+01 9.008593232248790094e-09 nan nan nan nan nan nan
1.480000000000000782e+01 8.150379103710798667e-09 nan nan nan nan nan nan
1.500000000000001066e+01 7.376051808089021684e-09 nan nan nan nan nan nan
1.520000000000000995e+01 6.698586861083423586e-09 nan nan nan nan nan nan
1.540000000000000924e+01 6.084137189836050462e-09 nan nan nan nan nan nan
1.560000000000000853e+01 5.526822542863292608e-09 nan nan nan nan nan nan
1.580000000000001137e+01 5.021338862578531495e-09 nan nan nan nan nan nan
1.600000000000001066e+01 4.562957867332436360e-09 nan nan nan nan nan nan
1.620000000000000995e+01 4.159463618557693579e-09 nan nan nan nan nan nan
1.640000000000000924e+01 3.793085057597033802e-09 nan nan nan nan nan nan
1.660000000000001208e+01 3.459087405420846556e-09 nan nan nan nan nan nan
1.680000000000001137e+01 3.154228139829572009e-09 nan nan nan nan nan nan
1.700000000000001066e+01 2.876756920856606147e-09 nan nan nan nan nan nan
1.720000000000000995e+01 2.631422840236799717e-09 nan nan nan nan nan nan
1.740000000000001279e+01 2.406981280205225381e-09 nan nan nan nan nan nan
1.760000000000001208e+01 2.201913649681268930e-09 nan nan nan nan nan nan
1.780000000000001137e+01 2.014554350394193725e-09 nan nan nan nan nan nan
1.800000000000001066e+01 1.843090763519033706e-09 nan nan nan nan nan nan
1.820000000000001350e+01 1.690814006478486115e-09 nan nan nan nan nan nan
1.840000000000001279e+01 1.551093048308267176e-09 nan nan nan nan nan nan
1.860000000000001208e+01 1.422919830319834090e-09 nan nan nan nan nan nan
1.880000000000001137e+01 1.305408459478702825e-09 nan nan nan nan nan nan
1.900000000000001421e+01 1.197795206000780161e-09 nan nan nan nan nan nan
1.920000000000001350e+01 1.101832947067390183e-09 nan nan nan nan nan nan
1.940000000000001279e+01 1.013467802495603017e-09 nan nan nan nan nan nan
1.960000000000001208e+01 9.321426013160770804e-10 nan nan nan nan nan nan
1.980000000000001492e+01 8.573729083781724550e-10 nan nan nan nan nan nan
